"[2, 2, 2]",L,2023-11-30 13:23:54.406776
"[4, 3, 2]",backspace,2023-11-30 13:23:58.606902
"[3, 2, 1]",S,2023-11-30 13:24:36.207318
"[1, 3, 1]",E,2023-11-30 13:24:40.309968
"[3, 4, 1]",W,2023-11-30 13:24:44.307632
"[1, 4, 2]",H,2023-11-30 13:24:48.910447
"[4, 1, 1]",Y,2023-11-30 13:24:53.610196
"[1, 3, 1]",E,2023-11-30 13:24:57.409848
"[3, 2, 1]",S,2023-11-30 13:25:01.707886
"[2, 3, 1]",M,2023-11-30 13:25:05.410392
"[1, 4, 2]",H,2023-11-30 13:25:10.310396
"[1, 3, 2]",F,2023-11-30 13:25:17.310523
"[2, 1, 2]",J,2023-11-30 13:25:21.407925
"[2, 1, 1]",I,2023-11-30 13:25:25.410437
"[1, 1, 2]",B,2023-11-30 13:25:29.510551
