"[1, 1, 1]",A,2023-11-30 16:25:46.969817
"[4, 3, 2]",backspace,2023-11-30 16:25:50.569870
"[1, 2, 1]",C,2023-11-30 16:26:05.870359
"[1, 1, 1]",A,2023-11-30 16:26:08.773159
"[3, 3, 1]",U,2023-11-30 16:26:12.570585
"[1, 2, 1]",C,2023-11-30 16:26:15.673223
"[3, 3, 2]",V,2023-11-30 16:26:18.773346
"[1, 2, 2]",D,2023-11-30 16:26:21.270852
"[3, 1, 2]",R,2023-11-30 16:26:26.173553
"[2, 1, 2]",J,2023-11-30 16:26:30.773650
"[1, 1, 1]",A,2023-11-30 16:26:33.572764
"[1, 3, 1]",E,2023-11-30 16:26:37.173810
"[2, 3, 1]",M,2023-11-30 16:26:40.973990
"[2, 2, 1]",K,2023-11-30 16:26:44.174041
"[4, 1, 1]",Y,2023-11-30 16:26:47.573784
"[2, 1, 2]",J,2023-11-30 16:26:51.874157
"[2, 4, 1]",O,2023-11-30 16:26:55.471824
"[3, 1, 1]",Q,2023-11-30 16:26:58.671834
"[3, 1, 1]",Q,2023-11-30 16:27:02.672161
"[4, 3, 2]",backspace,2023-11-30 16:27:04.371978
