"[3, 4, 4]",,2023-11-30 16:50:12.368256
"[1, 2, 2]",D,2023-11-30 16:50:25.167823
"[2, 1, 1]",I,2023-11-30 16:50:27.568144
"[1, 3, 1]",E,2023-11-30 16:50:31.370513
"[2, 2, 1]",K,2023-11-30 16:50:34.070662
"[2, 1, 4]",,2023-11-30 16:50:38.267716
"[2, 3, 1]",M,2023-11-30 16:50:40.370396
"[2, 2, 2]",L,2023-11-30 16:50:42.870504
"[2, 2, 2]",L,2023-11-30 16:50:47.370449
"[4, 3, 2]",backspace,2023-11-30 16:50:49.967739
"[2, 4, 2]",P,2023-11-30 16:50:51.667813
"[2, 3, 2]",N,2023-11-30 16:50:54.770503
"[2, 4, 2]",P,2023-11-30 16:50:57.870294
"[1, 2, 1]",C,2023-11-30 16:51:02.270257
"[2, 2, 2]",L,2023-11-30 16:51:04.467774
"[2, 3, 2]",N,2023-11-30 16:51:07.270112
"[4, 1, 1]",Y,2023-11-30 16:51:09.667943
"[3, 2, 2]",T,2023-11-30 16:51:13.267674
"[1, 3, 2]",F,2023-11-30 16:51:16.170399
"[1, 3, 2]",F,2023-11-30 16:51:18.870201
"[1, 2, 2]",D,2023-11-30 16:51:22.067747
"[4, 3, 2]",backspace,2023-11-30 16:51:23.967422
"[2, 2, 1]",K,2023-11-30 16:51:25.367799
