"[2, 2, 2]",L,2023-11-30 16:34:19.378442
"[4, 3, 2]",backspace,2023-11-30 16:34:23.078733
"[2, 2, 2]",L,2023-11-30 16:34:40.678635
"[4, 3, 2]",backspace,2023-11-30 16:34:43.078594
"[3, 1, 1]",Q,2023-11-30 16:34:45.578730
"[1, 3, 2]",F,2023-11-30 16:34:49.979027
"[2, 4, 2]",P,2023-11-30 16:34:53.878892
"[2, 1, 1]",I,2023-11-30 16:34:56.781401
"[1, 1, 1]",A,2023-11-30 16:34:58.978915
"[3, 2, 1]",S,2023-11-30 16:35:02.681473
"[1, 4, 1]",G,2023-11-30 16:35:07.178993
"[2, 3, 2]",N,2023-11-30 16:35:10.481497
"[4, 2, 2]",?,2023-11-30 16:35:13.581562
"[4, 3, 2]",backspace,2023-11-30 16:35:16.978954
"[4, 1, 2]",Z,2023-11-30 16:35:19.979024
"[3, 2, 2]",T,2023-11-30 16:35:23.781842
"[1, 2, 2]",D,2023-11-30 16:35:26.681588
"[2, 4, 2]",P,2023-11-30 16:35:30.979222
"[2, 3, 1]",M,2023-11-30 16:35:35.081749
"[1, 2, 2]",D,2023-11-30 16:35:37.281728
