"[1, 1, 1]",A,2023-11-30 13:31:42.611156
"[4, 3, 2]",backspace,2023-11-30 13:31:44.811371
"[2, 2, 1]",K,2023-11-30 13:32:07.411314
"[3, 4, 2]",X,2023-11-30 13:32:11.114065
"[1, 2, 2]",D,2023-11-30 13:32:14.714139
"[2, 2, 1]",K,2023-11-30 13:32:19.311705
"[3, 2, 2]",T,2023-11-30 13:32:25.014098
"[1, 4, 2]",H,2023-11-30 13:32:30.414149
"[2, 2, 1]",K,2023-11-30 13:32:34.111747
"[2, 3, 2]",N,2023-11-30 13:32:38.814394
"[1, 4, 1]",G,2023-11-30 13:32:43.414181
"[3, 1, 4]",,2023-11-30 13:32:49.511584
"[4, 3, 2]",backspace,2023-11-30 13:32:51.411799
"[3, 4, 1]",W,2023-11-30 13:32:53.311616
"[3, 2, 1]",S,2023-11-30 13:32:57.212135
"[1, 1, 1]",A,2023-11-30 13:32:59.614664
"[3, 1, 1]",Q,2023-11-30 13:33:03.812093
