"[2, 2, 2]",L,2023-11-30 13:51:34.009181
"[4, 3, 2]",backspace,2023-11-30 13:51:35.609009
"[2, 3, 1]",M,2023-11-30 13:51:45.309188
"[2, 4, 2]",P,2023-11-30 13:51:48.411617
"[1, 4, 1]",G,2023-11-30 13:51:52.011710
"[3, 2, 2]",T,2023-11-30 13:51:55.709206
"[4, 1, 2]",Z,2023-11-30 13:51:59.911612
"[3, 4, 1]",W,2023-11-30 13:52:03.009225
"[2, 1, 1]",I,2023-11-30 13:52:07.811591
"[4, 3, 2]",backspace,2023-11-30 13:52:09.409139
"[3, 1, 2]",R,2023-11-30 13:52:12.009048
"[3, 3, 1]",U,2023-11-30 13:52:18.211562
"[2, 4, 1]",O,2023-11-30 13:52:22.411726
"[1, 4, 2]",H,2023-11-30 13:52:27.111580
"[1, 2, 2]",D,2023-11-30 13:52:29.911586
"[3, 1, 2]",R,2023-11-30 13:52:33.609228
"[1, 3, 2]",F,2023-11-30 13:52:37.411601
"[2, 2, 2]",L,2023-11-30 13:52:40.411544
"[2, 1, 2]",J,2023-11-30 13:52:43.409406
