"[1, 1, 1]",A,2023-11-30 16:40:55.575459
"[4, 3, 2]",backspace,2023-11-30 16:40:57.575152
"[2, 4, 1]",O,2023-11-30 16:41:12.474873
"[1, 2, 2]",D,2023-11-30 16:41:14.877789
"[1, 4, 4]",,2023-11-30 16:41:18.375022
"[4, 3, 2]",backspace,2023-11-30 16:41:20.274807
"[1, 4, 4]",,2023-11-30 16:41:22.574773
"[4, 3, 2]",backspace,2023-11-30 16:41:24.774705
"[4, 1, 1]",Y,2023-11-30 16:41:26.377335
"[1, 4, 2]",H,2023-11-30 16:41:30.974695
"[1, 4, 2]",H,2023-11-30 16:41:33.874825
"[2, 3, 1]",M,2023-11-30 16:41:37.477165
"[1, 1, 1]",A,2023-11-30 16:41:40.874527
"[4, 3, 2]",backspace,2023-11-30 16:41:42.274434
"[4, 1, 2]",Z,2023-11-30 16:41:44.574412
"[4, 1, 1]",Y,2023-11-30 16:41:48.376766
"[2, 1, 1]",I,2023-11-30 16:41:54.077011
"[1, 4, 1]",G,2023-11-30 16:41:59.576552
"[1, 4, 2]",H,2023-11-30 16:42:03.776449
"[2, 2, 2]",L,2023-11-30 16:42:06.276762
"[2, 3, 2]",N,2023-11-30 16:42:09.676372
