"[1, 2, 4]",,2023-11-30 16:53:41.067036
"[4, 1, 1]",Y,2023-11-30 16:54:01.666922
"[1, 3, 1]",E,2023-11-30 16:54:05.969657
"[3, 4, 2]",X,2023-11-30 16:54:10.269762
"[1, 2, 2]",D,2023-11-30 16:54:13.369668
"[1, 3, 1]",E,2023-11-30 16:54:16.766847
"[3, 1, 1]",Q,2023-11-30 16:54:20.669709
"[2, 4, 1]",O,2023-11-30 16:54:23.766876
"[4, 1, 1]",Y,2023-11-30 16:54:28.269366
"[1, 4, 1]",G,2023-11-30 16:54:32.669531
"[4, 1, 1]",Y,2023-11-30 16:54:34.967055
"[2, 3, 1]",M,2023-11-30 16:54:38.769545
"[2, 1, 1]",I,2023-11-30 16:54:41.869337
"[2, 1, 2]",J,2023-11-30 16:54:44.669244
"[1, 3, 1]",E,2023-11-30 16:54:47.868978
"[3, 3, 2]",V,2023-11-30 16:54:51.169665
"[3, 1, 1]",Q,2023-11-30 16:54:54.569415
"[1, 1, 1]",A,2023-11-30 16:54:56.569265
"[1, 1, 2]",B,2023-11-30 16:54:58.869336
