"[3, 3, 3]",,2023-11-30 17:07:15.666222
"[1, 1, 1]",A,2023-11-30 17:07:24.666367
"[2, 3, 1]",M,2023-11-30 17:07:27.666382
"[3, 1, 2]",R,2023-11-30 17:07:30.869330
"[3, 3, 2]",V,2023-11-30 17:07:33.967342
"[3, 1, 2]",R,2023-11-30 17:07:36.569124
"[2, 4, 1]",O,2023-11-30 17:07:39.968797
"[3, 1, 2]",R,2023-11-30 17:07:43.068837
"[3, 2, 1]",S,2023-11-30 17:07:46.668833
"[4, 1, 1]",Y,2023-11-30 17:07:48.966373
"[3, 2, 4]",,2023-11-30 17:07:53.766190
"[3, 3, 2]",V,2023-11-30 17:07:55.666218
"[2, 2, 2]",L,2023-11-30 17:07:58.768948
"[1, 3, 1]",E,2023-11-30 17:08:02.166618
"[1, 1, 1]",A,2023-11-30 17:08:04.366258
"[3, 1, 2]",R,2023-11-30 17:08:07.569059
"[1, 3, 3]",,2023-11-30 17:08:12.166368
"[2, 1, 2]",J,2023-11-30 17:08:14.669077
"[2, 2, 2]",L,2023-11-30 17:08:18.266281
"[3, 1, 2]",R,2023-11-30 17:08:22.668884
"[3, 1, 2]",R,2023-11-30 17:08:24.968981
