"[2, 2, 2]",L,2023-11-30 13:45:41.409411
"[4, 3, 2]",backspace,2023-11-30 13:45:46.009913
"[2, 4, 1]",O,2023-11-30 13:45:57.009555
"[1, 1, 1]",A,2023-11-30 13:45:59.612247
"[3, 3, 2]",V,2023-11-30 13:46:03.012313
"[1, 2, 1]",C,2023-11-30 13:46:06.412279
"[4, 1, 2]",Z,2023-11-30 13:46:09.512172
"[1, 2, 1]",C,2023-11-30 13:46:14.012343
"[2, 2, 2]",L,2023-11-30 13:46:17.509795
"[3, 4, 2]",X,2023-11-30 13:46:20.409768
"[2, 2, 2]",L,2023-11-30 13:46:23.211932
"[1, 3, 2]",F,2023-11-30 13:46:27.312024
"[3, 3, 3]",,2023-11-30 13:46:31.209525
"[4, 3, 2]",backspace,2023-11-30 13:46:32.809504
"[2, 4, 1]",O,2023-11-30 13:46:34.509706
"[3, 2, 2]",T,2023-11-30 13:46:38.112361
"[1, 2, 1]",C,2023-11-30 13:46:41.411692
"[3, 3, 1]",U,2023-11-30 13:46:45.112186
"[2, 4, 1]",O,2023-11-30 13:46:48.012085
"[3, 4, 2]",X,2023-11-30 13:46:54.509645
