"[1, 1, 1]",A,2023-11-30 13:37:55.712857
"[4, 3, 2]",backspace,2023-11-30 13:37:59.412913
"[1, 3, 1]",E,2023-11-30 13:38:14.912567
"[1, 2, 1]",C,2023-11-30 13:38:17.415387
"[1, 4, 1]",G,2023-11-30 13:38:21.515264
"[2, 1, 1]",I,2023-11-30 13:38:25.415170
"[3, 3, 1]",U,2023-11-30 13:38:29.715035
"[4, 1, 2]",Z,2023-11-30 13:38:33.414988
"[3, 3, 1]",U,2023-11-30 13:38:37.012448
"[2, 4, 2]",P,2023-11-30 13:38:42.112519
"[2, 4, 1]",O,2023-11-30 13:38:46.812433
"[1, 2, 2]",D,2023-11-30 13:38:51.312366
"[2, 2, 1]",K,2023-11-30 13:38:56.215103
"[1, 1, 1]",A,2023-11-30 13:38:59.112493
"[1, 2, 2]",D,2023-11-30 13:39:02.012493
"[3, 3, 2]",V,2023-11-30 13:39:06.814791
"[3, 3, 1]",U,2023-11-30 13:39:12.014762
