"[3, 3, 3]",,2023-11-30 16:56:49.766735
"[2, 3, 1]",M,2023-11-30 16:57:24.566357
"[4, 1, 2]",Z,2023-11-30 16:57:27.366416
"[2, 3, 1]",M,2023-11-30 16:57:30.569247
"[1, 3, 1]",E,2023-11-30 16:57:33.468911
"[3, 2, 2]",T,2023-11-30 16:57:37.069074
"[2, 4, 1]",O,2023-11-30 16:57:40.366759
"[3, 2, 2]",T,2023-11-30 16:57:43.469051
"[2, 4, 1]",O,2023-11-30 16:57:46.568953
"[1, 3, 2]",F,2023-11-30 16:57:50.368930
"[1, 4, 4]",,2023-11-30 16:57:53.966206
"[2, 1, 1]",I,2023-11-30 16:57:56.568902
"[1, 1, 1]",A,2023-11-30 16:57:59.766400
"[3, 2, 2]",T,2023-11-30 16:58:02.769023
"[1, 4, 2]",H,2023-11-30 16:58:06.168794
"[3, 1, 2]",R,2023-11-30 16:58:10.268941
