"[1, 1, 1]",A,2023-11-30 16:20:40.353671
"[4, 3, 2]",backspace,2023-11-30 16:20:42.553928
"[2, 2, 2]",L,2023-11-30 16:22:35.361327
"[3, 3, 1]",U,2023-11-30 16:22:40.663974
"[1, 2, 2]",D,2023-11-30 16:22:44.364537
"[1, 1, 2]",B,2023-11-30 16:22:47.264782
"[1, 3, 1]",E,2023-11-30 16:22:50.964843
"[2, 1, 2]",J,2023-11-30 16:22:55.062461
"[3, 3, 2]",V,2023-11-30 16:22:58.865172
"[2, 4, 2]",P,2023-11-30 16:23:02.665579
"[3, 3, 2]",V,2023-11-30 16:23:06.063201
"[2, 2, 1]",K,2023-11-30 16:23:09.965918
"[2, 3, 2]",N,2023-11-30 16:23:14.566170
"[3, 3, 1]",U,2023-11-30 16:23:18.066549
"[3, 1, 2]",R,2023-11-30 16:23:23.163989
"[1, 3, 2]",F,2023-11-30 16:23:26.766655
"[1, 2, 1]",C,2023-11-30 16:23:29.766824
"[2, 4, 1]",O,2023-11-30 16:23:33.867330
