"[2, 2, 2]",L,2023-11-30 16:46:39.769730
"[4, 3, 2]",backspace,2023-11-30 16:46:44.869741
"[2, 3, 1]",M,2023-11-30 16:46:59.469508
"[3, 1, 1]",Q,2023-11-30 16:47:02.272244
"[2, 1, 1]",I,2023-11-30 16:47:05.072436
"[4, 1, 1]",Y,2023-11-30 16:47:07.570059
"[2, 2, 2]",L,2023-11-30 16:47:09.572176
"[3, 2, 2]",T,2023-11-30 16:47:13.572105
"[3, 3, 1]",U,2023-11-30 16:47:17.169396
"[4, 1, 1]",Y,2023-11-30 16:47:19.569487
"[1, 1, 1]",A,2023-11-30 16:47:22.571952
"[2, 3, 1]",M,2023-11-30 16:47:26.071944
"[3, 2, 1]",S,2023-11-30 16:47:30.571916
"[3, 4, 1]",W,2023-11-30 16:47:34.769366
"[3, 4, 2]",X,2023-11-30 16:47:39.769495
"[3, 4, 2]",X,2023-11-30 16:47:42.672035
"[2, 3, 1]",M,2023-11-30 16:47:45.769285
"[2, 3, 1]",M,2023-11-30 16:47:48.171706
"[1, 3, 2]",F,2023-11-30 16:47:52.171895
"[2, 2, 1]",K,2023-11-30 16:47:56.771774
"[4, 1, 1]",Y,2023-11-30 16:47:59.471291
