"[1, 1, 1]",A,2023-11-30 13:41:57.510789
"[4, 3, 2]",backspace,2023-11-30 13:41:59.410814
"[4, 1, 2]",Z,2023-11-30 13:42:11.210620
"[1, 3, 2]",F,2023-11-30 13:42:16.113237
"[1, 2, 2]",D,2023-11-30 13:42:20.413354
"[1, 2, 2]",D,2023-11-30 13:42:25.013404
"[4, 3, 2]",backspace,2023-11-30 13:42:26.710582
"[2, 1, 2]",J,2023-11-30 13:42:29.210680
"[3, 1, 2]",R,2023-11-30 13:42:34.013221
"[2, 4, 2]",P,2023-11-30 13:42:38.113408
"[3, 2, 2]",T,2023-11-30 13:42:42.613036
"[3, 4, 2]",X,2023-11-30 13:42:46.013315
"[1, 1, 2]",B,2023-11-30 13:42:49.410867
"[1, 1, 1]",A,2023-11-30 13:42:52.113101
"[1, 1, 2]",B,2023-11-30 13:42:54.610783
"[1, 2, 2]",D,2023-11-30 13:42:57.313019
"[3, 3, 3]",,2023-11-30 13:43:01.010379
"[4, 3, 2]",backspace,2023-11-30 13:43:02.810322
"[4, 1, 1]",Y,2023-11-30 13:43:05.210489
"[2, 3, 2]",N,2023-11-30 13:43:08.612973
"[2, 4, 2]",P,2023-11-30 13:43:14.010422
