"[3, 3, 3]",,2023-11-30 17:09:41.766363
"[3, 1, 2]",R,2023-11-30 17:09:53.466371
"[2, 2, 1]",K,2023-11-30 17:09:56.869067
"[3, 4, 1]",W,2023-11-30 17:10:00.669300
"[4, 4, 4]",,2023-11-30 17:10:03.766286
"[3, 4, 2]",X,2023-11-30 17:10:07.966494
"[2, 4, 1]",O,2023-11-30 17:10:12.068920
"[3, 1, 1]",Q,2023-11-30 17:10:14.669233
"[2, 1, 2]",J,2023-11-30 17:10:17.966395
"[3, 2, 2]",T,2023-11-30 17:10:20.668990
"[3, 3, 2]",V,2023-11-30 17:10:23.268844
"[3, 2, 1]",S,2023-11-30 17:10:26.568920
"[4, 1, 1]",Y,2023-11-30 17:10:29.369161
"[3, 2, 1]",S,2023-11-30 17:10:32.266483
"[1, 2, 2]",D,2023-11-30 17:10:35.268998
"[2, 1, 2]",J,2023-11-30 17:10:38.968919
"[3, 1, 2]",R,2023-11-30 17:10:41.868905
"[2, 3, 2]",N,2023-11-30 17:10:45.066336
"[3, 4, 1]",W,2023-11-30 17:10:48.868909
"[2, 2, 1]",K,2023-11-30 17:10:52.768931
