"[1, 1, 1]",A,2023-11-30 13:48:44.109444
"[4, 3, 2]",backspace,2023-11-30 13:48:46.809124
"[2, 1, 2]",J,2023-11-30 13:48:58.809174
"[3, 4, 1]",W,2023-11-30 13:49:01.711945
"[1, 4, 2]",H,2023-11-30 13:49:05.911816
"[3, 3, 3]",,2023-11-30 13:49:09.409029
"[4, 3, 2]",backspace,2023-11-30 13:49:10.809169
"[4, 1, 1]",Y,2023-11-30 13:49:12.309090
"[3, 1, 1]",Q,2023-11-30 13:49:15.809035
"[3, 2, 2]",T,2023-11-30 13:49:18.712024
"[2, 4, 2]",P,2023-11-30 13:49:23.711895
"[2, 4, 2]",P,2023-11-30 13:49:27.611666
"[3, 2, 2]",T,2023-11-30 13:49:31.012012
"[3, 4, 2]",X,2023-11-30 13:49:35.211900
"[3, 3, 2]",V,2023-11-30 13:49:39.711872
"[3, 2, 1]",S,2023-11-30 13:49:43.009209
"[1, 1, 2]",B,2023-11-30 13:49:46.211741
"[3, 4, 1]",W,2023-11-30 13:49:49.211949
"[3, 3, 2]",V,2023-11-30 13:49:52.111877
"[3, 1, 2]",R,2023-11-30 13:49:55.211851
