"[1, 1, 1]",A,2023-11-30 14:04:58.209494
"[4, 3, 2]",backspace,2023-11-30 14:05:00.509579
"[4, 1, 1]",Y,2023-11-30 14:05:16.809589
"[1, 4, 1]",G,2023-11-30 14:05:21.212129
"[4, 1, 2]",Z,2023-11-30 14:05:24.212352
"[3, 4, 1]",W,2023-11-30 14:05:28.412374
"[1, 1, 2]",B,2023-11-30 14:05:30.912227
"[1, 3, 1]",E,2023-11-30 14:05:33.412366
"[3, 2, 2]",T,2023-11-30 14:05:37.012400
"[2, 2, 1]",K,2023-11-30 14:05:40.712486
"[2, 2, 2]",L,2023-11-30 14:05:44.312197
"[3, 3, 2]",V,2023-11-30 14:05:49.012232
"[1, 1, 1]",A,2023-11-30 14:05:51.112206
"[2, 3, 2]",N,2023-11-30 14:05:56.012332
"[1, 3, 2]",F,2023-11-30 14:05:59.612313
"[1, 1, 1]",A,2023-11-30 14:06:02.012358
"[2, 1, 2]",J,2023-11-30 14:06:05.612234
"[1, 3, 1]",E,2023-11-30 14:06:08.712271
"[3, 1, 1]",Q,2023-11-30 14:06:12.509787
"[3, 1, 2]",R,2023-11-30 14:06:15.212481
