"[1, 1, 1]",A,2023-11-30 17:42:04.468377
"[2, 2, 2]",L,2023-11-30 17:42:15.368336
"[1, 4, 2]",H,2023-11-30 17:42:18.468474
"[1, 1, 2]",B,2023-11-30 17:42:24.668503
"[1, 2, 1]",C,2023-11-30 17:42:28.868385
"[1, 4, 1]",G,2023-11-30 17:42:34.468391
"[1, 4, 2]",H,2023-11-30 17:42:39.868591
"[1, 4, 1]",G,2023-11-30 17:42:44.368376
"[3, 1, 2]",R,2023-11-30 17:42:47.768391
"[3, 2, 2]",T,2023-11-30 17:42:52.368398
"[1, 3, 1]",E,2023-11-30 17:42:59.568527
"[2, 1, 2]",J,2023-11-30 17:43:04.268376
"[1, 2, 1]",C,2023-11-30 17:43:07.168465
"[2, 2, 1]",K,2023-11-30 17:43:09.468587
"[4, 1, 1]",Y,2023-11-30 17:43:22.468459
"[1, 4, 2]",H,2023-11-30 17:43:26.068364
"[2, 3, 1]",M,2023-11-30 17:43:29.568584
"[3, 1, 1]",Q,2023-11-30 17:43:32.768700
"[2, 2, 1]",K,2023-11-30 17:43:35.268629
"[4, 1, 1]",Y,2023-11-30 17:43:39.168421
"[2, 4, 2]",P,2023-11-30 17:43:43.168647
"[1, 3, 2]",F,2023-11-30 17:43:46.968627
"[1, 1, 2]",B,2023-11-30 17:43:50.068590
"[4, 1, 2]",Z,2023-11-30 17:43:54.268601
"[3, 2, 2]",T,2023-11-30 17:43:58.468402
"[1, 1, 2]",B,2023-11-30 17:44:01.168493
"[1, 2, 1]",C,2023-11-30 17:47:33.669088
"[1, 4, 1]",G,2023-11-30 17:47:38.169239
"[2, 2, 2]",L,2023-11-30 17:47:42.769265
"[1, 4, 1]",G,2023-11-30 17:47:46.469176
"[3, 4, 2]",X,2023-11-30 17:47:50.169338
"[2, 3, 2]",N,2023-11-30 17:47:53.469246
"[2, 2, 2]",L,2023-11-30 17:48:41.069435
"[2, 3, 2]",N,2023-11-30 17:49:24.969571
"[3, 3, 1]",U,2023-11-30 17:49:31.969471
"[3, 2, 2]",T,2023-11-30 17:49:34.969590
"[1, 2, 1]",C,2023-11-30 17:49:38.369702
"[1, 4, 1]",G,2023-11-30 17:49:41.069651
"[1, 2, 2]",D,2023-11-30 17:49:43.669660
"[3, 3, 2]",V,2023-11-30 17:49:59.569720
"[2, 3, 1]",M,2023-11-30 17:50:02.769527
"[3, 1, 1]",Q,2023-11-30 17:53:30.470478
"[4, 3, 1]", ,2023-11-30 17:53:34.970337
"[4, 3, 1]", ,2023-11-30 17:54:39.370699
"[4, 3, 1]", ,2023-11-30 17:54:51.170516
"[4, 3, 1]", ,2023-11-30 17:55:10.970626
"[1, 4, 2]",H,2023-11-30 17:55:16.970546
"[1, 1, 1]",A,2023-11-30 17:55:23.270578
"[1, 2, 2]",D,2023-11-30 17:55:26.370554
"[3, 2, 1]",S,2023-11-30 17:55:35.170654
"[1, 2, 2]",D,2023-11-30 17:55:37.170603
"[1, 2, 2]",D,2023-11-30 17:55:40.070681
"[2, 1, 2]",J,2023-11-30 17:55:45.170560
"[2, 4, 1]",O,2023-11-30 17:55:47.470647
"[2, 2, 2]",L,2023-11-30 17:55:50.270602
"[1, 1, 2]",B,2023-11-30 17:55:54.170656
"[1, 4, 2]",H,2023-11-30 17:55:57.470688
"[2, 4, 1]",O,2023-11-30 17:56:06.770625
"[3, 1, 2]",R,2023-11-30 18:04:06.572111
"[4, 3, 1]", ,2023-11-30 18:04:09.072300
"[4, 3, 1]", ,2023-11-30 18:04:35.172229
"[3, 4, 2]",X,2023-11-30 18:04:40.372268
"[1, 2, 1]",C,2023-11-30 18:04:47.172327
"[2, 2, 1]",K,2023-11-30 18:04:55.972245
"[3, 4, 2]",X,2023-11-30 18:04:59.872126
"[3, 3, 2]",V,2023-11-30 18:05:02.972352
"[2, 3, 1]",M,2023-11-30 18:05:06.272121
"[3, 2, 2]",T,2023-11-30 18:05:10.772466
"[1, 4, 1]",G,2023-11-30 18:05:16.472151
"[1, 4, 2]",H,2023-11-30 18:05:20.772189
"[3, 3, 2]",V,2023-11-30 18:05:24.772377
"[3, 3, 1]",U,2023-11-30 18:05:29.572349
"[2, 4, 2]",P,2023-11-30 18:05:34.572377
"[1, 4, 2]",H,2023-11-30 18:07:43.072520
"[1, 1, 1]",A,2023-11-30 18:07:47.372598
"[2, 2, 2]",L,2023-11-30 18:10:01.373159
"[4, 3, 1]", ,2023-11-30 18:10:03.173200
"[4, 3, 1]", ,2023-11-30 18:10:07.672930
